Market Address	PT Symbol	Maturity Date	Days To Maturity	PT Price	PT Balance	Estimated Purchase Price	Deposit Amount	Implied Rate (%)	Fixed APY (%)	Current Value	Value at Maturity	Projected Gain (%)
0x6e4e95fab7db1f0524b4b0a05f0b9c96380b7dfa	PT-wstkscUSD-29MAY2025	2025-05-28	47.37	0.988894	4.415267	0.988284	4.36354	8.65	8.65	4.3662	4.4153	1.19
